0.000000000000000000e+00 5.289999498290463897e+00
9.970089730807577336e-03 4.855101023090753642e+00
1.994017946161515467e-02 6.617484322508606631e+00
2.991026919242273374e-02 7.805948764705426868e+00
3.988035892323030934e-02 1.260206945985117066e+00
4.985044865403788494e-02 8.357304110891092819e+00
5.982053838484546748e-02 4.458258051711510572e-01
6.979062811565303615e-02 1.472601820430851527e+00
7.976071784646061869e-02 4.720793888996424492e+00
8.973080757726820122e-02 2.965857882936738577e+00
9.970089730807576989e-02 7.114860564039743984e+00
1.096709870388833524e-01 7.412427955036108074e+00
1.196410767696909350e-01 7.192567696961598145e+00
1.296111665004985036e-01 1.520357508909789601e+00
1.395812562313060723e-01 7.794429748644254197e+00
1.495513459621136687e-01 6.095445883569114542e+00
1.595214356929212374e-01 5.749903238039584252e+00
1.694915254237288060e-01 2.699441139802190026e+00
1.794616151545364024e-01 4.267989939693847212e+00
1.894317048853439711e-01 1.851373357680813125e+00
1.994017946161515398e-01 6.236289230683447649e+00
2.093718843469591362e-01 6.410356136905167368e+00
2.193419740777667049e-01 4.275997574133250545e+00
2.293120638085742735e-01 2.662858553948002083e+00
2.392821535393818699e-01 3.647323550869282727e+00
2.492522432701894386e-01 2.282746801840333184e+00
2.592223330009970073e-01 4.254599836973367744e+00
2.691924227318046037e-01 9.526414157880921607e+00
2.791625124626121446e-01 6.784033872799355436e+00
2.891326021934197410e-01 5.682215768140141066e+00
2.991026919242273374e-01 8.342235874026712850e+00
3.090727816550348783e-01 2.096862768787315368e+00
3.190428713858424747e-01 1.967542996776775244e+00
3.290129611166500712e-01 8.189683721490123247e+00
3.389830508474576121e-01 7.941393648027661456e+00
3.489531405782652085e-01 1.056784725046704310e+01
3.589232303090728049e-01 2.057023424845681792e+00
3.688933200398803458e-01 1.035011202938031438e+01
3.788634097706879422e-01 1.042773608954358266e+01
3.888334995014955386e-01 2.952142791209124706e+00
3.988035892323030795e-01 2.906805700247143243e+00
4.087736789631106760e-01 3.917255311204251633e+00
4.187437686939182724e-01 3.730080470195119791e+00
4.287138584247258133e-01 9.265952228153881975e+00
4.386839481555334097e-01 1.087346050385076346e+01
4.486540378863410061e-01 7.255602411890265557e+00
4.586241276171485470e-01 1.019414638212841950e+01
4.685942173479561434e-01 7.653765541356062130e+00
4.785643070787637399e-01 1.048219105334298717e+01
4.885343968095712808e-01 9.522424577446832572e+00
4.985044865403788772e-01 8.182451800062686686e+00
5.084745762711864181e-01 1.056080308302844983e+01
5.184446660019940145e-01 9.113756804165092262e+00
5.284147557328016109e-01 4.315750031559806743e+00
5.383848454636092073e-01 9.653851578535183720e+00
5.483549351944168038e-01 5.174423925503283783e+00
5.583250249252242892e-01 5.738854781954804807e+00
5.682951146560318856e-01 1.216106146309559044e+01
5.782652043868394820e-01 8.383182550018444701e+00
5.882352941176470784e-01 8.891178653126859288e+00
5.982053838484546748e-01 4.694117616432663453e+00
6.081754735792622713e-01 1.100601342521000703e+01
6.181455633100697566e-01 1.188986184310552119e+01
6.281156530408773531e-01 5.629765782662392581e+00
6.380857427716849495e-01 1.054059958671879116e+01
6.480558325024925459e-01 7.297039054760399601e+00
6.580259222333001423e-01 8.297236831587696315e+00
6.679960119641076277e-01 4.496568581198374659e+00
6.779661016949152241e-01 4.282585676085871818e+00
6.879361914257228205e-01 5.999447760427814913e+00
6.979062811565304170e-01 5.952171184048694386e+00
7.078763708873380134e-01 1.347383973583056793e+01
7.178464606181456098e-01 8.006776216521171108e+00
7.278165503489530952e-01 1.352603128406718724e+01
7.377866400797606916e-01 1.334476474062024920e+01
7.477567298105682880e-01 1.209738699392891270e+01
7.577268195413758844e-01 1.243196846594155147e+01
7.676969092721834809e-01 1.261810024935465790e+01
7.776669990029910773e-01 8.615666859539739875e+00
7.876370887337985627e-01 1.049345364477471598e+01
7.976071784646061591e-01 1.408981564187619995e+01
8.075772681954137555e-01 8.303493538260340756e+00
8.175473579262213519e-01 8.833860133917188051e+00
8.275174476570289483e-01 1.116014238284548199e+01
8.374875373878365448e-01 8.292761608491243663e+00
8.474576271186440302e-01 1.310802543574640389e+01
8.574277168494516266e-01 9.858663673780583281e+00
8.673978065802592230e-01 1.093536426180330956e+01
8.773678963110668194e-01 8.252153296340980049e+00
8.873379860418744158e-01 1.107039990227715265e+01
8.973080757726820122e-01 1.138396132741527467e+01
9.072781655034894976e-01 9.876635879206178359e+00
9.172482552342970941e-01 9.168722903591916662e+00
9.272183449651046905e-01 1.504416973016480696e+01
9.371884346959122869e-01 1.026884961348190650e+01
9.471585244267198833e-01 1.027150831365043082e+01
9.571286141575274797e-01 1.323672541842854145e+01
9.670987038883349651e-01 1.263454909151829142e+01
9.770687936191425615e-01 1.405100972321495867e+01
9.870388833499501580e-01 7.226135780222511684e+00
9.970089730807577544e-01 1.011545236831584660e+01
1.006979062811565351e+00 1.297394378969858408e+01
1.016949152542372836e+00 9.611901319321955128e+00
1.026919242273180544e+00 1.152471800584377526e+01
1.036889332003988029e+00 1.205319053751179581e+01
1.046859421734795514e+00 1.379291197597313889e+01
1.056829511465603222e+00 1.099257307262148231e+01
1.066799601196410707e+00 8.493604749723992597e+00
1.076769690927218415e+00 1.187733933598418545e+01
1.086739780658025900e+00 8.770294476226322189e+00
1.096709870388833608e+00 9.856526371003242915e+00
1.106679960119641093e+00 1.121435960849456848e+01
1.116650049850448578e+00 1.585948351073705531e+01
1.126620139581256286e+00 9.909912950627415285e+00
1.136590229312063771e+00 8.532927633374008280e+00
1.146560319042871479e+00 1.507509919040029089e+01
1.156530408773678964e+00 1.487818146230329575e+01
1.166500498504486449e+00 1.178533526785062691e+01
1.176470588235294157e+00 1.592086592331956574e+01
1.186440677966101642e+00 1.451215944578455108e+01
1.196410767696909350e+00 1.253715471506411561e+01
1.206380857427716835e+00 1.452201172041524657e+01
1.216350947158524543e+00 1.004048232101171223e+01
1.226321036889332028e+00 1.480625827156635665e+01
1.236291126620139513e+00 1.345270925533083961e+01
1.246261216350947221e+00 8.722056041541625504e+00
1.256231306081754706e+00 1.358989318314797501e+01
1.266201395812562414e+00 8.330156252569015152e+00
1.276171485543369899e+00 1.176485175081468171e+01
1.286141575274177384e+00 1.392620871089592782e+01
1.296111665004985092e+00 1.369591922605858869e+01
1.306081754735792577e+00 1.109066899695930175e+01
1.316051844466600285e+00 1.000101809514944584e+01
1.326021934197407770e+00 6.195154934431837290e+00
1.335992023928215255e+00 1.001670651461558137e+01
1.345962113659022963e+00 1.005779638833423917e+01
1.355932203389830448e+00 9.439076855427352086e+00
1.365902293120638156e+00 5.927846639270143214e+00
1.375872382851445641e+00 1.111699077585276640e+01
1.385842472582253349e+00 1.094218282715351442e+01
1.395812562313060834e+00 4.663782241645066939e+00
1.405782652043868319e+00 1.194785543914345993e+01
1.415752741774676027e+00 1.215969874786641647e+01
1.425722831505483512e+00 1.120295087854472271e+01
1.435692921236291220e+00 4.694883457336441523e+00
1.445663010967098705e+00 8.210651097401331810e+00
1.455633100697906190e+00 5.450904583059616115e+00
1.465603190428713898e+00 9.981003755486689499e+00
1.475573280159521383e+00 1.091139828614476670e+01
